  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
  1172       1   0.00000000e+00   1.19072710e-05
  1172       2   0.00000000e+00   1.14422860e-05
  1173       1   0.00000000e+00   1.22518052e-05
  1173       2   0.00000000e+00   1.27227544e-05
  1174       1   0.00000000e+00   1.10486308e-05
  1174       2   0.00000000e+00   1.08299311e-05
  1175       1   0.00000000e+00   1.14442686e-05
  1175       2   0.00000000e+00   1.10658720e-05
  1176       1   0.00000000e+00   1.20363312e-05
  1176       2   0.00000000e+00   1.23783258e-05
  1177       1   0.00000000e+00   1.14598901e-05
  1177       2   0.00000000e+00   1.11495970e-05
  1178       1   0.00000000e+00   1.07407488e-05
  1178       2   0.00000000e+00   1.08555205e-05
  1179       1   0.00000000e+00   1.21909302e-05
  1179       2   0.00000000e+00   1.17289406e-05
  1180       1   0.00000000e+00   9.99943336e-06
  1180       2   0.00000000e+00   1.07387965e-05
  1181       1   0.00000000e+00   1.19164970e-05
  1181       2   0.00000000e+00   1.05591041e-05
  1182       1   0.00000000e+00   9.90622273e-06
  1182       2   0.00000000e+00   1.14721295e-05
  1183       1   0.00000000e+00   1.18801672e-05
  1183       2   0.00000000e+00   1.01392727e-05
  1184       1   0.00000000e+00   9.99307602e-06
  1184       2   0.00000000e+00   1.10805843e-05
  1185       1   0.00000000e+00   1.10142462e-05
  1185       2   0.00000000e+00   1.07446752e-05
  1186       1   0.00000000e+00   1.04001958e-05
  1186       2   0.00000000e+00   9.58526908e-06
  1187       1   0.00000000e+00   9.03634978e-06
  1187       2   0.00000000e+00   1.02939087e-05
  1188       1   0.00000000e+00   1.11476542e-05
  1188       2   0.00000000e+00   9.59411149e-06
  1189       1   0.00000000e+00   7.79657509e-06
  1189       2   0.00000000e+00   9.18775824e-06
  1190       1   0.00000000e+00   1.00750457e-05
  1190       2   0.00000000e+00   8.78755720e-06
  1191       1   0.00000000e+00   9.46043624e-06
  1191       2   0.00000000e+00   1.00258680e-05
  1192       1   0.00000000e+00   8.20223825e-06
  1192       2   0.00000000e+00   8.75109982e-06
  1193       1   0.00000000e+00   1.21001342e-05
  1193       2   0.00000000e+00   9.63868832e-06
  1194       1   0.00000000e+00   7.40319582e-06
  1194       2   0.00000000e+00   1.12981025e-05
  1195       1   0.00000000e+00   1.33632473e-05
  1195       2   0.00000000e+00   8.32656003e-06
  1196       1   0.00000000e+00   5.02055594e-06
  1196       2   0.00000000e+00   1.03771962e-05
  1197       1   0.00000000e+00   1.69812719e-05
  1197       2   0.00000000e+00   1.02470494e-05
  1198       1   0.00000000e+00   3.60467372e-06
  1198       2   0.00000000e+00   1.04440121e-05
  1199       1   0.00000000e+00   1.45098863e-05
  1199       2   0.00000000e+00   7.09194127e-06
  1200       1   0.00000000e+00   5.41928122e-06
  1200       2   0.00000000e+00   1.09905310e-05
  1201       1   0.00000000e+00   1.22033361e-05
  1201       2   0.00000000e+00   8.33121372e-06
  1202       1   0.00000000e+00   6.41835602e-06
  1202       2   0.00000000e+00   8.44678481e-06
  1203       1   0.00000000e+00   1.18329813e-05
  1203       2   0.00000000e+00   1.02154905e-05
  1204       1   0.00000000e+00   6.80982506e-06
  1204       2   0.00000000e+00   8.47494582e-06
  1205       1   0.00000000e+00   1.01672074e-05
  1205       2   0.00000000e+00   8.08050873e-06
  1206       1   0.00000000e+00   7.77239951e-06
  1206       2   0.00000000e+00   9.62770738e-06
  1207       1   0.00000000e+00   9.49857116e-06
  1207       2   0.00000000e+00   8.09171139e-06
  1208       1   0.00000000e+00   8.20317133e-06
  1208       2   0.00000000e+00   8.73410963e-06
  1209       1   0.00000000e+00   9.82121528e-06
  1209       2   0.00000000e+00   9.73468325e-06
  1210       1   0.00000000e+00   8.42450795e-06
  1210       2   0.00000000e+00   8.17450690e-06
  1211       1   0.00000000e+00   7.98578621e-06
  1211       2   0.00000000e+00   8.25862095e-06
  1212       1   0.00000000e+00   9.08905870e-06
  1212       2   0.00000000e+00   8.66063855e-06
  1213       1   0.00000000e+00   8.00640801e-06
  1213       2   0.00000000e+00   8.17351503e-06
  1214       1   0.00000000e+00   7.48774154e-06
  1214       2   0.00000000e+00   7.78367118e-06
  1215       1   0.00000000e+00   1.00970537e-05
  1215       2   0.00000000e+00   8.74466879e-06
  1216       1   0.00000000e+00   5.92556124e-06
  1216       2   0.00000000e+00   8.26124833e-06
  1217       1   0.00000000e+00   1.11822502e-05
  1217       2   0.00000000e+00   7.64190731e-06
  1218       1   0.00000000e+00   5.78650598e-06
  1218       2   0.00000000e+00   9.59277106e-06
  1219       1   0.00000000e+00   1.02423091e-05
  1219       2   0.00000000e+00   6.65460335e-06
  1220       1   0.00000000e+00   5.37832829e-06
  1220       2   0.00000000e+00   7.98879125e-06
  1221       1   0.00000000e+00   1.06073091e-05
  1221       2   0.00000000e+00   8.47541173e-06
  1222       1   0.00000000e+00   5.97387105e-06
  1222       2   0.00000000e+00   7.48456379e-06
  1223       1   0.00000000e+00   8.29458644e-06
  1223       2   0.00000000e+00   7.01729529e-06
  1224       1   0.00000000e+00   6.83086236e-06
  1224       2   0.00000000e+00   7.60908369e-06
  1225       1   0.00000000e+00   7.25105949e-06
  1225       2   0.00000000e+00   6.72381719e-06
  1226       1   0.00000000e+00   6.60458394e-06
  1226       2   0.00000000e+00   6.82630821e-06
  1227       1   0.00000000e+00   8.22526787e-06
  1227       2   0.00000000e+00   7.83508974e-06
  1228       1   0.00000000e+00   6.06112806e-06
  1228       2   0.00000000e+00   6.79049749e-06
  1229       1   0.00000000e+00   8.65750015e-06
  1229       2   0.00000000e+00   7.06951015e-06
  1230       1   0.00000000e+00   5.80827111e-06
  1230       2   0.00000000e+00   7.93052020e-06
  1231       1   0.00000000e+00   8.36261606e-06
  1231       2   0.00000000e+00   5.92468768e-06
  1232       1   0.00000000e+00   5.07338470e-06
  1232       2   0.00000000e+00   7.18062623e-06
  1233       1   0.00000000e+00   9.56291039e-06
  1233       2   0.00000000e+00   7.49468524e-06
  1234       1   0.00000000e+00   4.92059384e-06
  1234       2   0.00000000e+00   6.77626940e-06
  1235       1   0.00000000e+00   8.46287504e-06
  1235       2   0.00000000e+00   6.47638418e-06
  1236       1   0.00000000e+00   6.18416176e-06
  1236       2   0.00000000e+00   7.75566195e-06
  1237       1   0.00000000e+00   7.29323209e-06
  1237       2   0.00000000e+00   6.16172563e-06
  1238       1   0.00000000e+00   5.57309450e-06
  1238       2   0.00000000e+00   6.07368240e-06
  1239       1   0.00000000e+00   6.79935150e-06
  1239       2   0.00000000e+00   6.65793459e-06
  1240       1   0.00000000e+00   5.98124376e-06
  1240       2   0.00000000e+00   5.85359336e-06
  1241       1   0.00000000e+00   7.30389953e-06
  1241       2   0.00000000e+00   6.71590918e-06
  1242       1   0.00000000e+00   4.01754132e-06
  1242       2   0.00000000e+00   6.06601171e-06
  1243       1   0.00000000e+00   9.75816874e-06
  1243       2   0.00000000e+00   5.40030025e-06
  1244       1   0.00000000e+00   2.02115772e-06
  1244       2   0.00000000e+00   7.38611050e-06
  1245       1   0.00000000e+00   1.14963096e-05
  1245       2   0.00000000e+00   4.99149276e-06
  1246       1   0.00000000e+00   1.97131107e-06
  1246       2   0.00000000e+00   6.95853741e-06
  1247       1   0.00000000e+00   9.81223640e-06
  1247       2   0.00000000e+00   5.12022832e-06
  1248       1   0.00000000e+00   3.72307614e-06
  1248       2   0.00000000e+00   6.71158529e-06
  1249       1   0.00000000e+00   7.67007807e-06
  1249       2   0.00000000e+00   5.84127586e-06
  1250       1   0.00000000e+00   5.80461868e-06
  1250       2   0.00000000e+00   6.05265649e-06
  1251       1   0.00000000e+00   5.32430435e-06
  1251       2   0.00000000e+00   6.46889957e-06
  1252       1   0.00000000e+00   6.68858849e-06
  1253       1   0.00000000e+00   3.65102132e-05
  1253       2   0.00000000e+00   1.42356510e-05
  1254       1   0.00000000e+00   3.66036713e-05
  1254       2   0.00000000e+00   7.66051114e-06
  1255       1   0.00000000e+00   3.40631488e-05
  1255       2   0.00000000e+00   2.27893058e-05
  1256       1   0.00000000e+00   4.81556447e-05
  1256       2   0.00000000e+00   7.85186125e-06
  1257       1   0.00000000e+00   2.72456340e-05
  1257       2   0.00000000e+00   1.72103251e-05
  1258       1   0.00000000e+00   2.99217525e-05
  1259       1   0.00000000e+00   2.58838310e-05
  1259       2   0.00000000e+00   4.82459491e-06
  1260       1   0.00000000e+00   2.13505509e-05
  1261       1   0.00000000e+00   2.02705918e-05
  1261       2   0.00000000e+00   6.95671419e-06
  1262       1   0.00000000e+00   2.67268450e-05
  1262       2   0.00000000e+00   6.51905486e-06
  1263       1   0.00000000e+00   2.60564200e-05
  1263       2   0.00000000e+00   8.85229298e-06
  1264       1   0.00000000e+00   3.08051954e-05
  1265       1   0.00000000e+00   6.40245015e-06
  1265       2   0.00000000e+00   2.11359511e-05
  1266       1   0.00000000e+00   1.75837346e-05
  1266       2   0.00000000e+00   1.06058763e-05
  1267       1   0.00000000e+00   1.89526276e-05
  1267       2   0.00000000e+00   5.16536362e-06
  1268       1   0.00000000e+00   1.61258735e-05
  1268       2   0.00000000e+00   1.02959799e-05
  1269       1   0.00000000e+00   2.32556976e-05
  1270       1   0.00000000e+00   2.58669776e-05
  1271       1   0.00000000e+00   6.87015060e-06
  1271       2   0.00000000e+00   1.63878270e-05
  1272       1   0.00000000e+00   8.38719458e-06
  1273       1   0.00000000e+00   3.55226924e-05
  1273       2   0.00000000e+00   1.48725479e-05
  1274       1   0.00000000e+00   3.92205737e-05
  1274       2   0.00000000e+00   1.33005529e-05
  1275       1   0.00000000e+00   4.40680519e-05
  1275       2   0.00000000e+00   2.67045587e-05
  1276       1   0.00000000e+00   6.09382514e-05
  1276       2   0.00000000e+00   1.23042286e-05
  1277       1   0.00000000e+00   5.00913107e-05
  1277       2   0.00000000e+00   1.50913429e-05
  1278       1   0.00000000e+00   4.61980208e-05
  1279       1   0.00000000e+00   1.72805227e-05
  1279       2   0.00000000e+00   2.98068431e-05
  1280       1   0.00000000e+00   1.14904280e-05
  1280       2   0.00000000e+00   1.59160919e-05
  1281       1   0.00000000e+00   4.16180100e-05
  1281       2   0.00000000e+00   1.45240150e-05
  1282       1   0.00000000e+00   4.71348120e-05
  1282       2   0.00000000e+00   2.22267346e-05
  1283       1   0.00000000e+00   5.72563430e-05
  1283       2   0.00000000e+00   1.13016851e-05
  1284       1   0.00000000e+00   4.27120344e-05
  1284       2   0.00000000e+00   1.54576992e-05
  1285       1   0.00000000e+00   3.96624239e-05
  1286       1   0.00000000e+00   6.46149080e-06
  1286       2   0.00000000e+00   1.81198982e-05
  1287       1   0.00000000e+00   5.87450314e-06
  1287       2   0.00000000e+00   1.29836271e-05
  1288       1   0.00000000e+00   2.58578708e-05
  1288       2   0.00000000e+00   8.25054613e-06
  1289       1   0.00000000e+00   2.78018042e-05
  1289       2   0.00000000e+00   1.52647621e-05
  1290       1   0.00000000e+00   3.65867804e-05
  1290       2   0.00000000e+00   6.40938144e-06
  1291       1   0.00000000e+00   2.70996948e-05
  1291       2   0.00000000e+00   9.99934648e-06
  1292       1   0.00000000e+00   2.51476935e-05
  1293       1   0.00000000e+00   8.99081862e-06
  1293       2   0.00000000e+00   1.51515830e-05
  1294       1   0.00000000e+00   5.39729134e-06
  1294       2   0.00000000e+00   1.14539735e-05
  1295       1   0.00000000e+00   2.19112992e-05
  1296       1   0.00000000e+00   1.37152671e-05
  1296       2   0.00000000e+00   2.90062139e-05
  1297       1   0.00000000e+00   1.18278564e-05
  1297       2   0.00000000e+00   8.45607631e-06
  1298       1   0.00000000e+00   1.28258910e-05
  1299       1   0.00000000e+00   1.51996995e-05
  1299       2   0.00000000e+00   2.26591542e-05
  1300       1   0.00000000e+00   1.68894554e-05
  1300       2   0.00000000e+00   1.11936088e-05
  1301       1   0.00000000e+00   1.68165441e-05
  1301       2   0.00000000e+00   5.82232712e-06
  1302       1   0.00000000e+00   1.50514181e-05
  1302       2   0.00000000e+00   5.62352888e-06
  1303       1   0.00000000e+00   1.02654525e-05
  1304       1   0.00000000e+00   2.17507944e-05
  1304       2   0.00000000e+00   5.94619328e-06
  1305       1   0.00000000e+00   2.16859860e-05
  1305       2   0.00000000e+00   5.81437727e-06
  1306       1   0.00000000e+00   2.04392934e-05
  1306       2   0.00000000e+00   1.13929304e-05
  1307       1   0.00000000e+00   2.57472342e-05
  1308       1   0.00000000e+00   1.57142961e-05
  1308       2   0.00000000e+00   2.28759820e-05
  1309       1   0.00000000e+00   4.12503320e-06
  1309       2   0.00000000e+00   1.21794741e-05
  1310       1   0.00000000e+00   2.39358484e-05
  1310       2   0.00000000e+00   6.69780757e-06
  1311       1   0.00000000e+00   2.10895183e-05
  1311       2   0.00000000e+00   1.52811657e-05
  1312       1   0.00000000e+00   2.89942701e-05
  1313       1   0.00000000e+00   2.37986439e-05
  1313       2   0.00000000e+00   2.94667565e-05
  1314       1   0.00000000e+00   8.31658800e-06
  1314       2   0.00000000e+00   1.63843476e-05
  1315       1   0.00000000e+00   3.42004855e-05
  1315       2   0.00000000e+00   1.19581699e-05
  1316       1   0.00000000e+00   4.00721822e-05
  1316       2   0.00000000e+00   1.60359990e-05
  1317       1   0.00000000e+00   4.69642461e-05
  1317       2   0.00000000e+00   8.75778352e-06
  1318       1   0.00000000e+00   3.61386754e-05
  1318       2   0.00000000e+00   1.19648002e-05
  1319       1   0.00000000e+00   3.39893262e-05
  1320       1   0.00000000e+00   4.62973218e-06
  1320       2   0.00000000e+00   1.58529711e-05
  1321       1   0.00000000e+00   6.76236848e-06
  1321       2   0.00000000e+00   1.02934781e-05
  1322       1   0.00000000e+00   1.66814349e-05
  1323       1   0.00000000e+00   2.54209707e-05
  1323       2   0.00000000e+00   3.23672495e-05
  1324       1   0.00000000e+00   8.06579212e-06
  1324       2   0.00000000e+00   1.02546498e-05
  1325       1   0.00000000e+00   2.57366821e-05
  1325       2   0.00000000e+00   7.30971935e-06
  1326       1   0.00000000e+00   2.68444853e-05
  1326       2   0.00000000e+00   1.37225854e-05
  1327       1   0.00000000e+00   3.28057719e-05
  1327       2   0.00000000e+00   6.72378544e-06
  1328       1   0.00000000e+00   2.53893105e-05
  1328       2   0.00000000e+00   8.87875256e-06
  1329       1   0.00000000e+00   2.50911985e-05
  1330       1   0.00000000e+00   6.27620940e-06
  1330       2   0.00000000e+00   7.66319231e-06
  1331       1   0.00000000e+00   7.78921755e-06
  1331       2   0.00000000e+00   5.10432663e-06
  1332       1   0.00000000e+00   6.91348693e-06
  1333       1   0.00000000e+00   6.82907989e-06
  1333       2   0.00000000e+00   6.09925181e-06
  1334       1   0.00000000e+00   1.53766100e-05
  1335       1   0.00000000e+00   1.46529236e-06
  1335       2   0.00000000e+00   1.24555888e-05
  1336       1   0.00000000e+00   6.88235525e-06
  1336       2   0.00000000e+00   4.05437378e-06
  1337       1   0.00000000e+00   7.18734519e-06
  1338       1   0.00000000e+00   8.42559467e-06
  1339       1   0.00000000e+00   1.93475894e-05
  1339       2   0.00000000e+00   1.89883022e-05
  1340       1   0.00000000e+00   1.65835992e-05
  1340       2   0.00000000e+00   7.00759382e-06
  1341       1   0.00000000e+00   2.14414144e-05
  1341       2   0.00000000e+00   1.10754064e-05
  1342       1   0.00000000e+00   2.76487452e-05
  1342       2   0.00000000e+00   5.46897998e-06
  1343       1   0.00000000e+00   2.00283133e-05
  1343       2   0.00000000e+00   1.01186930e-05
  1344       1   0.00000000e+00   2.70127084e-05
  1345       1   0.00000000e+00   2.71141679e-05
  1346       1   0.00000000e+00   3.12475199e-05
  1347       1   0.00000000e+00   1.32662312e-05
  1347       2   0.00000000e+00   1.91984930e-05
  1348       1   0.00000000e+00   2.35987863e-05
